carat,cut,color,clarity,depth,table,price,volume
0.33,ideal,f,vs2,61.9,55.0,854,54.333946
0.33,ideal,f,vs2,62.1,54.0,854,54.531525
0.33,ideal,f,vs2,62.3,56.0,854,54.729103
0.33,ideal,f,vs2,62.3,55.0,854,54.727993
0.33,ideal,f,vs2,61.9,57.0,854,53.09304
0.33,ideal,f,vs2,62.6,55.0,854,53.67648
0.33,ideal,f,vs2,62.3,56.0,854,54.163616
0.33,premium,f,vs2,61.9,57.0,854,53.77195
0.33,premium,f,vs2,62.1,59.0,854,53.406982
0.33,premium,f,vs2,62.4,57.0,854,53.48117
0.34,premium,f,vs2,59.8,59.0,854,55.61056
0.39,premium,g,si1,61.7,57.0,854,65.46348
0.33,premium,f,vs2,62.4,58.0,854,52.80445
0.33,premium,f,vs2,62.1,59.0,854,53.845
0.33,ideal,f,vs2,61.6,55.0,854,54.823997
0.33,ideal,d,vs2,62.3,54.0,855,54.729103
0.33,ideal,d,vs2,60.3,55.0,855,55.324802
0.39,very good,g,vs1,62.4,57.0,855,62.70264
0.39,premium,g,vs1,62.6,58.0,855,64.17286
0.39,very good,h,vvs2,62.1,58.0,855,62.004967
0.4,ideal,g,si1,61.0,55.0,855,66.855156
0.5,good,i,si2,65.3,56.0,855,79.70109
0.4,ideal,h,si1,62.6,57.0,855,64.17286
0.4,premium,h,si1,62.6,58.0,855,64.94342
0.4,ideal,h,si1,62.0,56.0,855,64.77494
0.38,premium,g,si1,59.5,62.0,855,61.368004
0.38,premium,g,si1,60.0,60.0,855,61.673878
0.38,premium,g,si1,62.4,59.0,855,61.33709
0.4,premium,d,si2,60.0,58.0,855,67.14049
0.4,good,i,vs2,63.8,54.0,855,66.26879
0.4,premium,h,si1,62.7,58.0,855,63.898907
0.4,premium,h,si1,62.8,59.0,855,64.39276
0.4,premium,h,si1,62.1,62.0,855,65.136826
0.4,premium,e,si2,62.9,58.0,855,66.16566
0.4,premium,e,si2,61.4,59.0,855,64.7425
0.4,ideal,e,si2,61.2,55.0,855,65.79452
0.4,very good,e,si2,63.2,57.0,855,64.33595
0.4,premium,e,si2,62.9,59.0,855,64.254875
0.4,premium,e,si2,61.4,57.0,855,64.10944
0.4,premium,d,si2,61.1,58.0,855,65.29292
0.4,premium,d,si2,59.9,60.0,855,64.57302
0.4,premium,d,si2,60.4,59.0,855,67.46544
0.4,premium,d,si2,61.9,58.0,855,65.052635
0.4,premium,d,si2,62.2,58.0,855,65.77515
0.4,premium,d,si2,62.4,58.0,855,65.22008
0.4,premium,d,si2,61.7,58.0,855,64.69104
0.4,premium,d,si2,62.1,60.0,855,65.27308
0.4,ideal,d,si2,62.8,56.0,855,65.80376
0.4,premium,d,si2,61.6,59.0,855,64.331276
0.4,very good,d,si2,63.4,56.0,855,65.825516
0.38,very good,j,vvs2,63.4,56.0,855,61.305553
0.38,premium,g,si1,61.4,61.0,855,61.358215
0.38,ideal,g,si1,61.3,56.0,855,61.622986
0.38,ideal,g,si1,62.4,57.0,855,62.085873
0.38,ideal,g,si1,60.9,56.0,855,63.042404
0.46,fair,i,vs2,66.8,55.0,855,73.57249
0.4,ideal,h,si1,62.9,56.0,855,64.2537
0.33,very good,d,vvs2,61.9,56.0,856,54.899715
0.34,ideal,f,vs2,61.4,55.0,856,57.04782
0.53,ideal,j,si2,61.9,54.0,856,87.84308
0.37,ideal,d,vvs2,62.4,56.0,857,60.724606
0.3,ideal,f,vvs1,62.3,56.0,857,50.200783
0.3,ideal,f,vvs1,61.7,56.0,857,50.479137
0.3,ideal,f,vvs1,62.6,56.0,857,48.79532
0.3,ideal,h,si1,60.7,56.0,465,50.37517
0.3,ideal,h,si1,62.1,56.0,465,49.597927
0.23,good,e,vvs2,61.9,60.0,465,39.3187
0.31,premium,j,si1,61.9,59.0,465,49.18234
0.31,very good,j,si1,63.5,55.0,465,51.016064
0.31,premium,j,si1,60.9,60.0,465,50.797493
0.31,premium,j,si1,62.7,59.0,465,50.038563
0.29,very good,h,vvs2,62.2,54.0,466,47.572273
0.32,ideal,i,vs2,62.3,55.0,466,53.046124
0.32,ideal,i,vs2,61.5,54.0,466,53.817852
0.32,ideal,i,vs2,62.0,53.0,466,54.089745
0.25,very good,h,vvs2,63.3,54.0,467,40.318993
0.25,very good,h,vvs1,61.6,56.0,467,41.88437
0.28,ideal,h,vs2,62.5,54.0,467,46.61412
0.28,ideal,h,vs2,61.9,55.0,467,46.369255
0.41,good,g,i1,63.8,56.0,467,67.05677
0.3,premium,e,si2,61.5,62.0,468,48.699554
0.31,very good,i,vs2,61.6,56.0,468,51.48768
0.23,very good,d,vs1,62.4,56.0,468,38.477844
0.31,ideal,j,vvs2,62.0,56.1,468,50.014965
0.32,premium,j,si1,62.2,59.0,468,52.611736
0.32,good,d,i1,64.0,54.0,468,52.483063
0.39,premium,h,si2,61.2,58.0,468,120.5469
0.23,very good,f,vvs2,58.1,63.0,468,38.90035
0.26,ideal,h,if,61.1,57.0,468,43.36217
0.26,very good,h,vvs1,62.5,58.0,468,42.928127
0.26,very good,h,vvs2,62.4,58.0,468,41.600285
0.26,ideal,h,vvs1,61.2,56.0,468,43.256924
0.26,premium,h,vvs1,59.8,59.0,468,42.60739
0.26,good,h,vvs2,63.3,58.0,468,42.361824
0.3,ideal,f,vvs1,61.8,55.0,857,50.36256
0.3,ideal,f,vvs1,62.2,53.0,857,49.783688
0.3,ideal,f,vvs1,61.8,54.0,857,50.90126
0.43,ideal,h,vs2,60.7,55.0,857,72.52066
0.39,ideal,g,vs2,62.5,54.0,857,64.31057
0.3,ideal,d,vs2,60.9,57.0,857,50.144367
0.3,ideal,e,vs1,61.6,55.0,857,50.712036
0.4,fair,f,si1,64.7,58.0,857,65.08252
0.4,good,e,si1,64.2,57.0,857,65.42639
0.36,very good,g,vvs2,59.5,56.0,858,61.98192
0.3,very good,f,vvs1,58.1,61.0,858,49.673725
0.4,very good,e,vs2,62.9,59.0,858,66.305244
0.32,ideal,d,vvs2,62.1,54.0,858,53.046402
0.33,ideal,g,vvs1,61.9,55.0,858,55.46925
0.34,ideal,f,vvs1,61.1,57.0,858,58.140812
0.37,ideal,e,vs1,61.6,54.0,858,61.175396
0.36,good,f,vvs1,62.4,63.0,858,56.32088
0.29,ideal,e,vvs2,62.0,55.0,858,47.9094
0.29,ideal,f,vvs1,60.9,57.0,858,48.555935
0.29,ideal,e,vvs1,62.7,55.0,858,46.79136
0.43,ideal,h,si1,62.1,57.0,858,68.65652
0.43,very good,e,si2,63.4,57.0,858,69.89386
0.43,good,e,si2,63.6,55.0,858,70.94304
0.43,very good,d,si2,63.4,57.0,858,69.89507
0.43,very good,d,si2,63.3,57.0,858,70.18691
0.43,very good,d,si2,63.1,59.0,858,69.95664
0.31,very good,f,vvs1,61.4,56.0,859,51.723324
0.33,very good,f,vvs1,62.0,56.0,859,53.6503
0.46,very good,f,si2,61.6,55.0,859,76.998764
0.35,very good,g,vvs1,61.8,57.0,859,56.87415
0.35,ideal,h,if,61.7,54.0,859,57.712204
0.36,premium,e,vvs2,61.7,59.0,859,57.71136
0.4,ideal,g,vs2,62.1,58.0,859,64.501625
0.32,ideal,e,vvs1,60.7,55.0,860,52.909607
0.39,premium,f,si1,61.3,62.0,860,63.483265
0.39,premium,e,si1,59.1,59.0,860,64.79455
0.4,very good,g,vs1,62.9,54.8,861,66.81041
0.48,ideal,j,vs1,62.2,54.0,861,79.34738
0.33,ideal,g,if,62.7,56.0,861,53.991734
0.41,ideal,g,si1,62.2,56.0,861,67.0662
0.41,very good,g,si1,63.4,57.0,861,66.47069
0.41,premium,g,si1,62.8,58.0,861,66.447205
0.3,very good,e,vvs1,62.1,57.0,862,48.840263
0.3,very good,e,vvs1,62.6,56.0,862,48.567837
0.3,very good,e,vvs1,60.5,57.0,862,50.838394
0.42,ideal,i,vvs2,62.8,54.0,862,69.06145
0.3,ideal,e,vvs1,62.2,57.0,862,49.252956
0.3,ideal,e,vvs1,61.2,57.0,862,49.684326
0.3,ideal,e,vvs1,62.5,57.0,862,49.20748
0.3,ideal,e,vvs1,62.1,57.0,862,48.72668
0.3,ideal,e,vvs1,62.0,58.0,862,48.954643
0.3,ideal,e,vvs1,62.1,57.0,862,48.840263
0.3,ideal,e,vvs1,62.5,56.0,862,49.322723
0.3,ideal,e,vvs1,62.3,55.0,862,50.085648
0.3,ideal,e,vvs1,61.7,58.0,862,48.88402
0.39,ideal,f,vs2,59.2,58.0,862,65.29671
0.36,ideal,f,vs1,60.1,56.0,862,61.0638
0.32,ideal,d,vs1,61.5,56.0,862,53.138733
0.35,ideal,d,vs1,60.1,57.0,862,58.27409
0.33,ideal,i,if,61.2,56.0,862,54.86959
0.42,premium,d,si2,62.0,59.0,862,68.80045
0.34,premium,h,vvs1,61.2,58.0,862,55.563206
0.31,ideal,d,vs1,62.0,57.0,863,50.667492
0.43,very good,g,vs2,62.9,56.0,863,68.91696
0.37,very good,f,vs1,58.6,65.0,863,60.6177
0.3,very good,d,vs1,60.1,55.0,863,50.569645
0.3,very good,d,vs1,62.0,55.0,863,50.24598
0.3,very good,g,if,62.6,56.0,863,49.093044
0.41,very good,f,vs2,62.8,57.0,863,67.09411
0.41,good,f,vs2,63.2,57.0,863,67.6872
0.41,ideal,f,vs2,62.6,57.0,863,68.1732
0.41,ideal,f,vs2,61.0,57.0,863,66.855156
0.41,premium,f,vs2,60.3,58.0,863,67.744804
0.41,very good,i,vvs1,62.0,56.0,863,66.83962
0.41,ideal,f,vs2,61.1,56.0,863,68.160965
0.41,ideal,e,vs1,62.3,53.0,863,66.784706
0.41,premium,f,vs2,61.6,59.0,863,66.24671
0.41,premium,f,vs2,61.3,58.0,863,68.391624
0.41,ideal,f,vs2,62.7,57.0,863,67.376015
0.41,ideal,f,vs2,62.3,57.0,863,67.43385
0.41,ideal,f,vs2,60.8,56.0,863,67.41696
0.41,ideal,f,vs2,60.0,56.0,863,68.44786
0.41,very good,f,vs2,62.4,56.0,863,67.29277
0.41,ideal,f,vs2,61.8,57.0,863,67.11988
0.41,ideal,f,vs2,61.9,56.0,863,66.33346
0.41,ideal,f,vs2,62.1,56.0,863,67.20561
0.41,very good,f,vs2,62.6,58.0,863,68.314026
0.41,ideal,f,vs2,61.4,55.0,863,68.107834
0.41,ideal,i,vvs1,61.8,55.0,863,67.261185
0.41,premium,i,vvs1,61.5,59.0,863,67.17165
0.41,very good,i,vvs1,59.8,61.0,863,66.768776
0.41,very good,i,vvs1,61.9,57.0,863,68.42762
0.41,very good,f,vs2,61.1,56.0,863,68.15979
0.41,ideal,i,vvs1,61.3,56.0,863,68.908806
0.41,ideal,f,vs2,62.7,56.0,863,67.23357
0.41,very good,f,vs2,62.6,57.0,863,66.08318
0.41,premium,f,vs2,60.3,60.0,863,67.74597
0.41,ideal,f,vs2,61.8,56.0,863,67.261185
0.41,ideal,f,vs2,60.9,57.0,863,65.70588
0.41,ideal,f,vs2,61.8,56.0,863,67.914246
0.41,ideal,f,vs2,61.8,57.0,863,66.47164
0.41,very good,f,vs2,62.8,58.0,863,65.66376
0.34,ideal,g,vvs1,61.3,55.0,863,57.759697
0.34,ideal,g,vvs1,61.9,54.0,863,56.62249
0.34,ideal,g,vvs1,62.1,53.0,863,56.95116
0.34,ideal,g,vvs1,61.7,56.0,863,57.12525
0.3,ideal,f,vvs1,60.5,56.0,863,51.37258
0.31,ideal,e,vvs1,61.1,56.0,863,50.98846
0.36,ideal,e,vs1,62.0,54.2,863,58.97437
0.34,ideal,h,if,61.6,54.0,863,56.54437
0.34,ideal,h,if,61.9,53.0,863,56.7486
0.34,ideal,h,if,61.7,56.0,863,56.420105
0.34,ideal,h,if,62.0,53.0,863,56.497223
0.34,ideal,h,if,61.8,54.0,863,57.457405
0.34,ideal,h,if,61.7,55.0,863,56.9997
0.3,ideal,g,if,61.5,55.0,863,50.290783
0.3,ideal,g,if,61.6,53.0,863,50.17464
0.3,ideal,g,if,61.3,55.0,863,50.10243
0.3,ideal,g,if,62.1,55.0,863,50.55048
0.3,ideal,g,if,62.4,55.0,863,50.621765
0.3,ideal,g,if,62.3,56.0,863,50.085648
0.3,ideal,g,if,61.9,57.0,863,48.5435
0.3,ideal,g,if,62.4,54.0,863,50.50458
0.3,ideal,g,if,60.7,57.0,863,50.489395
0.3,ideal,g,if,62.0,55.0,863,50.667492
0.3,ideal,g,if,61.2,57.0,863,50.87151
0.3,ideal,g,if,62.0,54.0,863,50.667492
0.3,ideal,g,if,62.1,55.0,863,50.43428
0.3,ideal,g,if,60.9,58.0,863,49.61088
0.3,ideal,g,if,61.6,56.0,863,50.712036
0.3,ideal,g,if,61.8,55.0,863,50.47834
0.3,ideal,g,if,62.3,54.0,863,50.7384
0.3,ideal,g,if,60.9,56.0,863,50.144367
0.3,ideal,g,if,61.5,56.0,863,50.28999
0.3,ideal,g,if,62.1,54.0,863,49.898926
0.3,ideal,g,if,62.3,56.0,863,49.667908
0.3,ideal,g,if,61.4,57.0,863,49.340355
0.3,ideal,g,if,62.2,55.0,863,50.317528
0.3,ideal,g,if,60.9,57.0,863,50.796688
0.3,ideal,g,if,62.1,53.0,863,49.898926
0.3,ideal,g,if,62.5,54.0,863,50.38821
0.3,ideal,g,if,62.3,55.0,863,50.085114
0.3,ideal,g,if,61.9,55.0,863,50.78397
0.3,ideal,g,if,61.0,57.0,863,49.38226
0.3,ideal,g,if,62.1,57.0,863,48.72668
0.5,premium,g,si2,62.4,61.0,863,77.99875
0.46,premium,i,si2,61.0,58.0,863,76.24725
0.36,ideal,e,vs2,61.1,57.0,864,58.86048
0.32,ideal,e,vvs2,62.4,56.0,864,53.48117
0.32,ideal,e,vvs2,61.5,55.0,864,53.25869
0.31,ideal,e,vvs2,60.9,55.0,864,53.106297
0.31,ideal,e,vvs2,61.3,55.0,864,50.638687
0.31,ideal,e,vvs2,62.0,54.0,864,52.3007
0.31,ideal,e,vvs2,61.1,56.0,864,51.531574
0.31,ideal,e,vvs2,60.2,57.0,864,51.303734
0.31,ideal,e,vvs2,62.0,54.0,864,50.667492
0.31,ideal,e,vvs2,61.8,54.0,864,50.90126
0.46,ideal,g,si2,62.2,53.0,864,76.171585
0.4,premium,g,si1,61.7,61.0,864,62.188305
0.32,premium,i,if,60.3,58.0,864,52.39741
0.32,ideal,i,if,60.8,54.0,864,53.78483
0.32,premium,i,if,61.9,59.0,864,51.989452
0.32,ideal,i,if,62.2,57.0,864,51.515743
0.4,premium,f,si2,59.6,58.0,864,67.18608
0.36,very good,h,if,62.3,56.0,865,59.39115
0.36,very good,h,if,61.6,56.0,865,59.75092
0.36,very good,h,if,60.8,57.0,865,58.779716
0.34,ideal,d,vs1,60.9,56.0,865,56.76106
0.42,ideal,i,vvs1,60.5,57.0,865,69.44045
0.31,ideal,e,vvs1,61.1,56.0,865,52.077324
0.31,ideal,e,vvs1,61.5,56.0,865,51.48768
0.31,ideal,e,vvs1,61.4,55.0,865,51.06204
0.31,ideal,e,vvs1,61.3,56.0,865,51.841686
0.31,ideal,e,vvs1,60.2,61.0,865,51.848724
0.38,ideal,f,vs1,61.3,56.0,865,62.993626
0.38,ideal,f,vs1,62.0,54.0,865,62.89218
0.39,ideal,i,if,60.8,56.0,865,64.706406
0.41,very good,e,vs2,59.7,58.0,866,66.261986
0.38,ideal,e,vs1,62.2,55.0,866,62.487873
0.3,ideal,d,vvs1,62.2,57.0,866,50.316452
0.38,very good,e,vs2,59.2,60.0,866,63.399498
0.38,very good,e,vs2,60.3,58.0,866,62.379986
0.38,premium,e,vs2,62.2,59.0,866,62.487873
0.38,ideal,e,vs2,61.7,55.0,866,62.80934
0.38,very good,e,vs2,60.5,58.0,866,61.982655
0.38,ideal,e,vs2,60.1,56.0,866,62.64714
0.38,premium,e,vs2,61.8,58.0,866,61.17654
0.38,very good,e,vs2,60.5,62.0,866,62.596436
0.39,ideal,g,si1,60.5,56.0,866,66.031586
0.33,premium,e,vs2,60.6,58.0,866,54.14715
0.4,very good,f,vs2,63.6,56.0,867,64.77213
0.43,premium,g,vs2,60.8,59.0,867,70.871925
0.43,very good,g,vs2,62.9,59.0,867,69.723946
0.43,very good,g,vs2,59.1,60.0,867,69.76936
0.43,premium,h,vs1,62.3,58.0,867,68.08555
0.43,premium,g,vs2,61.1,59.0,867,69.48245
0.43,premium,g,vs2,61.2,58.0,867,70.67368
0.43,premium,g,vs2,61.3,58.0,867,69.717186
0.43,premium,h,vs1,60.0,59.0,867,71.39826
0.43,premium,g,vs2,62.3,58.0,867,70.21878
0.43,premium,g,vs2,61.1,58.0,867,70.14903
0.32,ideal,d,vvs2,61.3,55.0,867,52.942566
0.32,ideal,d,vvs2,62.0,55.0,867,52.852528
0.32,ideal,f,vvs1,61.5,56.0,867,53.138733
0.32,ideal,f,vvs1,61.7,55.0,867,54.014168
0.32,ideal,f,vvs1,61.7,55.0,867,52.77725
0.32,ideal,f,vvs1,60.6,56.0,867,54.147972
0.32,ideal,f,vvs1,62.0,56.0,867,52.419018
0.4,ideal,f,vs2,61.0,62.0,867,64.29715
0.42,good,i,vvs1,59.2,61.0,867,69.48632
0.47,premium,j,si2,61.9,59.0,867,76.231224
0.4,very good,g,vvs2,60.6,59.0,868,65.75328
0.4,very good,g,vvs2,63.2,55.0,868,66.89466
0.4,very good,d,vs2,60.8,59.0,868,64.704094
0.4,very good,g,vs1,61.5,58.0,868,65.10484
0.4,very good,f,vs1,60.4,58.0,868,65.52721
0.4,ideal,h,vvs2,61.1,55.0,868,66.071556
0.33,premium,h,if,62.0,58.0,868,52.97237
0.33,ideal,g,vvs1,62.3,55.0,868,54.729103
0.33,premium,g,vvs1,60.9,60.0,868,54.7911
0.33,ideal,e,vvs2,61.2,57.0,868,54.30379
0.33,very good,h,if,60.3,59.0,868,54.189804
0.33,premium,g,vvs1,60.4,59.0,868,53.387894
0.3,premium,f,vvs1,62.0,59.0,868,47.908607
0.33,ideal,g,vvs1,61.7,54.0,868,55.270653
0.33,ideal,h,if,61.9,55.0,868,53.77195
0.33,ideal,g,vvs1,62.0,56.0,868,55.222717
0.3,ideal,f,vvs1,62.4,56.0,868,49.437428
0.33,premium,e,vvs2,60.3,58.0,868,54.189804
0.33,premium,g,vvs1,62.1,58.0,868,53.40808
0.33,premium,h,if,61.8,60.0,868,53.333282
0.33,premium,g,vvs1,61.9,59.0,868,52.538975
0.33,very good,g,vvs1,61.2,60.0,868,53.18321
0.33,very good,g,vvs1,61.4,60.0,868,52.822235
0.33,ideal,g,vvs1,60.8,56.0,868,53.22564
0.33,premium,g,vvs1,60.9,58.0,868,53.66369
0.3,ideal,f,vvs1,61.9,57.0,868,49.712734
0.3,premium,f,vvs1,61.8,59.0,868,48.24706
0.33,ideal,g,vvs1,61.7,56.0,868,54.701622
0.33,ideal,g,vvs1,62.2,57.0,868,54.285336
0.3,ideal,f,vvs1,62.1,55.0,868,49.899456
0.33,very good,g,vvs1,62.8,59.0,868,53.868744
0.33,ideal,g,vvs1,61.5,56.0,868,54.38078
0.33,ideal,g,vvs1,61.8,55.0,868,53.893055
0.33,ideal,e,vvs2,61.7,57.0,868,53.454494
0.33,ideal,h,if,62.1,55.0,868,53.8461
0.35,ideal,g,vvs1,60.7,56.0,868,58.779716
0.43,ideal,h,vs1,61.1,57.0,868,71.64279
0.43,ideal,h,vs1,62.3,57.0,868,69.8412
0.4,ideal,g,vs1,61.8,57.0,868,65.82978
0.35,ideal,h,if,61.5,57.0,868,58.3492
0.43,very good,e,vs2,62.2,58.0,869,70.50835
0.44,ideal,g,vs2,62.0,55.0,869,72.99009
0.4,good,f,si1,63.6,59.0,869,64.13965
0.36,ideal,g,vs1,62.3,57.0,869,59.05354
0.36,premium,f,vs2,58.5,58.0,869,59.537205
0.46,ideal,e,si2,61.3,56.0,870,76.19155
0.4,ideal,i,vvs1,62.3,53.7,870,65.999756
0.38,ideal,f,vs2,62.3,54.0,870,63.462738
0.38,ideal,f,vs2,62.2,54.0,870,62.488735
0.41,ideal,g,vs1,61.2,57.0,870,67.08528
0.41,ideal,f,si1,61.1,56.0,870,68.01896
0.52,premium,f,i1,63.0,56.0,870,85.762146
0.4,ideal,g,si2,60.6,56.0,870,66.76472
0.4,premium,g,si1,59.4,60.0,870,67.09199
0.38,very good,h,vs2,60.4,56.0,871,63.493153
0.41,very good,d,vs2,63.8,56.0,871,66.9141
0.4,very good,g,vs1,61.5,57.0,871,65.88133
0.38,very good,d,vs2,61.5,62.0,871,60.48632
0.38,very good,d,vs2,58.8,61.0,871,62.06461
0.38,very good,d,vs2,58.8,61.0,871,62.81517
0.38,ideal,h,vs1,60.6,57.0,871,63.358345
0.38,very good,f,vs1,60.2,58.0,871,63.270367
0.38,very good,d,vs2,58.7,61.0,871,63.081337
0.38,good,d,vs2,63.4,55.0,871,63.7852
0.38,ideal,f,vs2,60.4,55.0,871,64.120056
0.31,ideal,e,vs1,61.6,55.0,871,51.79761
0.31,ideal,g,if,61.0,55.0,871,52.19622
0.31,ideal,g,if,62.1,56.0,871,50.317528
0.31,ideal,g,if,62.5,56.0,871,51.278893
0.31,ideal,g,if,62.3,56.0,871,51.27971
0.31,ideal,g,if,61.9,56.0,871,50.479137
0.31,ideal,g,if,61.5,54.0,871,52.58484
0.31,ideal,g,if,61.1,57.0,871,51.883728
0.31,ideal,g,if,61.7,55.0,871,51.79761
0.31,ideal,g,if,60.7,58.0,871,51.455437
0.43,premium,f,si2,61.8,57.0,871,70.7112
0.43,premium,f,si2,60.2,60.0,871,70.01169
0.43,premium,f,si2,60.5,59.0,871,70.92397
0.5,fair,e,si2,68.6,56.0,871,76.33725
0.36,very good,f,vvs2,61.6,55.0,872,59.622437
0.32,very good,g,if,62.9,55.0,872,52.877003
0.51,very good,j,si1,61.7,56.0,872,84.504684
0.35,ideal,f,vvs2,61.2,56.0,872,58.47744
0.35,ideal,f,vvs2,60.8,55.0,872,58.9075
0.42,ideal,f,vs2,62.0,55.0,872,68.80165
0.37,ideal,d,vs1,61.8,56.0,872,61.17654
0.31,ideal,f,vs1,62.1,56.0,872,50.55048
0.34,ideal,j,vs1,61.9,53.9,469,56.87415
0.37,ideal,j,si1,61.4,57.0,469,61.358215
0.34,ideal,i,si1,61.9,56.0,469,55.718548
0.3,ideal,g,si1,62.3,54.0,469,49.667908
0.27,very good,e,vs2,63.0,57.0,470,44.733307
0.27,very good,e,vs2,63.1,57.0,470,43.157467
0.27,very good,e,vs2,61.3,58.0,470,43.63923
0.27,very good,e,vs2,59.5,56.0,470,45.798058
0.27,very good,f,vs2,58.7,58.0,470,45.870255
0.27,very good,f,vs2,63.3,58.0,470,43.325516
0.27,very good,e,vs1,61.9,59.0,470,45.36022
0.27,very good,e,vs1,60.4,59.0,470,44.416676
0.27,very good,e,vs1,62.9,56.0,470,44.454796
0.27,very good,e,vs1,60.2,58.0,470,44.73495
0.27,very good,d,vs1,59.9,58.0,470,44.555614
0.27,very good,d,vs1,63.2,55.0,470,44.51616
0.27,very good,d,vs1,60.4,59.0,470,43.9236
0.27,ideal,f,vs2,60.3,56.0,470,45.625874
0.27,ideal,d,vs2,60.2,57.0,470,44.62895
0.3,ideal,f,si1,62.7,54.0,470,50.038563
0.28,good,e,vs1,64.3,55.0,470,45.983807
0.22,premium,f,si1,61.7,60.0,470,35.885853
0.27,ideal,e,vs1,61.6,55.0,470,44.68921
0.27,ideal,e,vs1,61.6,56.0,470,44.195328
0.31,good,h,vs2,63.8,56.0,470,51.08317
0.27,premium,e,vs1,60.2,59.0,470,45.232315
0.27,ideal,e,vs1,61.6,57.0,470,43.704956
0.27,ideal,e,vs2,62.7,55.0,470,45.27567
0.27,very good,d,vs2,62.0,57.0,470,43.664642
0.27,premium,e,vs1,61.5,58.0,470,45.401287
0.31,ideal,f,vs1,60.6,56.0,872,51.808144
0.31,ideal,e,vs2,60.9,57.0,872,50.144367
0.31,premium,e,vs2,60.6,59.0,872,50.72206
0.31,premium,f,vs1,61.8,60.0,872,51.560547
0.31,premium,e,vs2,61.0,58.0,872,51.22208
0.31,ideal,e,vs2,62.9,57.0,872,50.8776
0.31,ideal,e,vs2,61.0,56.0,872,51.766346
0.31,ideal,e,vs2,61.4,54.0,872,52.15266
0.31,ideal,e,vs2,60.8,54.0,872,51.573723
0.31,ideal,e,vs2,61.6,56.0,872,51.915604
0.31,ideal,e,vs2,61.8,55.0,872,52.107883
0.31,ideal,e,vs2,61.0,54.0,872,51.64815
0.31,ideal,e,vs2,61.5,55.0,872,52.033585
0.31,premium,e,vs2,60.3,58.0,872,51.18581
0.31,ideal,e,vs2,60.5,56.0,872,51.380028
0.31,ideal,e,vs2,61.9,55.0,872,51.870483
0.31,ideal,e,vs2,61.8,54.0,872,52.106796
0.31,premium,e,vs2,60.0,59.0,872,50.032825
0.31,ideal,e,vs2,61.8,55.0,872,51.560547
0.31,ideal,e,vs2,61.7,55.0,872,51.67908
0.31,ideal,e,vs2,61.9,55.0,872,51.442024
0.31,premium,e,vs2,60.8,58.0,872,50.37517
0.31,premium,e,vs2,61.0,59.0,872,50.56527
0.31,ideal,e,vs2,61.6,57.0,872,51.25257
0.31,ideal,e,vs2,61.9,55.0,872,51.324844
0.31,ideal,e,vs2,61.3,56.0,872,50.638687
0.31,ideal,e,vs2,61.5,56.0,872,50.828342
0.31,ideal,e,vs2,61.8,54.0,872,51.018
0.31,ideal,e,vs2,62.0,56.0,872,51.20766
0.31,ideal,e,vs2,62.0,55.0,872,51.20766
0.31,ideal,e,vs2,61.0,56.0,872,50.564476
0.31,ideal,e,vs2,61.4,54.0,872,51.05936
0.31,premium,e,vs2,60.5,60.0,872,49.76592
0.31,ideal,e,vs2,61.8,56.0,872,50.90126
0.31,premium,e,vs2,61.0,59.0,872,50.56314
0.31,ideal,e,vs2,62.8,57.0,872,51.657333
0.31,ideal,e,vs2,62.3,57.0,872,50.7384
0.31,ideal,e,vs2,61.6,56.0,872,50.70989
0.31,premium,e,vs2,61.3,60.0,872,50.636017
0.31,ideal,e,vs2,61.8,55.0,872,50.479137
0.31,ideal,e,vs2,61.7,55.0,872,50.595184
0.31,ideal,e,vs2,62.0,55.0,872,50.667492
0.31,premium,e,vs2,61.6,59.0,872,50.17464
0.31,ideal,e,vs2,62.4,54.0,872,50.62095
0.31,ideal,e,vs2,61.7,56.0,872,50.058495
0.31,premium,e,vs2,61.7,58.0,872,49.94342
0.31,premium,e,vs2,62.7,58.0,872,50.574833
0.31,premium,e,vs2,61.8,59.0,872,50.359882
0.31,ideal,e,vs2,62.6,56.0,872,50.271305
0.31,ideal,e,vs2,62.9,56.0,872,50.340145
0.31,premium,e,vs2,62.6,58.0,872,50.15439
0.41,very good,h,vvs2,62.4,54.0,873,67.29277
0.41,very good,h,vvs2,62.0,56.0,873,68.142784
0.39,very good,g,vvs1,60.3,57.0,873,65.02616
0.41,good,d,vs2,63.4,54.0,873,68.56789
0.41,good,d,vs2,63.8,55.0,873,66.915306
0.3,ideal,g,vvs1,62.1,56.0,873,49.89624
0.42,premium,e,si1,61.2,60.0,873,69.19474
0.38,ideal,g,vvs2,60.7,57.0,873,63.580654
0.36,ideal,e,vvs2,62.1,56.0,873,58.71514
0.33,ideal,e,vs2,61.6,55.0,873,55.3932
0.33,ideal,e,vs2,61.9,55.0,873,55.470352
0.4,ideal,g,si1,60.9,55.0,873,66.99649
0.4,ideal,g,si1,61.8,57.0,873,66.61217
0.4,ideal,g,si1,60.9,55.0,873,67.647255
0.3,ideal,f,if,59.4,60.0,873,49.879177
0.3,ideal,f,if,61.8,55.0,873,49.828342
0.3,ideal,f,if,61.3,55.0,873,50.10164
0.3,ideal,f,if,60.5,60.0,873,49.76592
0.3,ideal,f,if,60.4,60.0,873,49.23504
0.3,ideal,f,if,61.3,56.0,873,49.454304
